timestamp,datetime,sensor_id,location,quality_score,processing_time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day_of_week,month,day_of_year,week_of_year,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,season,is_weekend,is_rush_hour_morning,is_rush_hour_evening,CO(GT)_ma_3h,CO(GT)_std_3h,CO(GT)_ma_12h,CO(GT)_std_12h,CO(GT)_ma_24h,CO(GT)_std_24h,CO(GT)_lag_1h,CO(GT)_lag_3h,CO(GT)_lag_12h,CO(GT)_lag_24h,CO(GT)_diff_1h,CO(GT)_diff_24h,CO(GT)_pct_change_1h,CO(GT)_pct_change_24h,PT08.S1(CO)_ma_3h,PT08.S1(CO)_std_3h,PT08.S1(CO)_ma_12h,PT08.S1(CO)_std_12h,PT08.S1(CO)_ma_24h,PT08.S1(CO)_std_24h,PT08.S1(CO)_lag_1h,PT08.S1(CO)_lag_3h,PT08.S1(CO)_lag_12h,PT08.S1(CO)_lag_24h,PT08.S1(CO)_diff_1h,PT08.S1(CO)_diff_24h,PT08.S1(CO)_pct_change_1h,PT08.S1(CO)_pct_change_24h,NMHC(GT)_ma_3h,NMHC(GT)_std_3h,NMHC(GT)_ma_12h,NMHC(GT)_std_12h,NMHC(GT)_ma_24h,NMHC(GT)_std_24h,NMHC(GT)_lag_1h,NMHC(GT)_lag_3h,NMHC(GT)_lag_12h,NMHC(GT)_lag_24h,NMHC(GT)_diff_1h,NMHC(GT)_diff_24h,NMHC(GT)_pct_change_1h,NMHC(GT)_pct_change_24h,C6H6(GT)_ma_3h,C6H6(GT)_std_3h,C6H6(GT)_ma_12h,C6H6(GT)_std_12h,C6H6(GT)_ma_24h,C6H6(GT)_std_24h,C6H6(GT)_lag_1h,C6H6(GT)_lag_3h,C6H6(GT)_lag_12h,C6H6(GT)_lag_24h,C6H6(GT)_diff_1h,C6H6(GT)_diff_24h,C6H6(GT)_pct_change_1h,C6H6(GT)_pct_change_24h,PT08.S2(NMHC)_ma_3h,PT08.S2(NMHC)_std_3h,PT08.S2(NMHC)_ma_12h,PT08.S2(NMHC)_std_12h,PT08.S2(NMHC)_ma_24h,PT08.S2(NMHC)_std_24h,PT08.S2(NMHC)_lag_1h,PT08.S2(NMHC)_lag_3h,PT08.S2(NMHC)_lag_12h,PT08.S2(NMHC)_lag_24h,PT08.S2(NMHC)_diff_1h,PT08.S2(NMHC)_diff_24h,PT08.S2(NMHC)_pct_change_1h,PT08.S2(NMHC)_pct_change_24h,NOx(GT)_ma_3h,NOx(GT)_std_3h,NOx(GT)_ma_12h,NOx(GT)_std_12h,NOx(GT)_ma_24h,NOx(GT)_std_24h,NOx(GT)_lag_1h,NOx(GT)_lag_3h,NOx(GT)_lag_12h,NOx(GT)_lag_24h,NOx(GT)_diff_1h,NOx(GT)_diff_24h,NOx(GT)_pct_change_1h,NOx(GT)_pct_change_24h,PT08.S3(NOx)_ma_3h,PT08.S3(NOx)_std_3h,PT08.S3(NOx)_ma_12h,PT08.S3(NOx)_std_12h,PT08.S3(NOx)_ma_24h,PT08.S3(NOx)_std_24h,PT08.S3(NOx)_lag_1h,PT08.S3(NOx)_lag_3h,PT08.S3(NOx)_lag_12h,PT08.S3(NOx)_lag_24h,PT08.S3(NOx)_diff_1h,PT08.S3(NOx)_diff_24h,PT08.S3(NOx)_pct_change_1h,PT08.S3(NOx)_pct_change_24h,NO2(GT)_ma_3h,NO2(GT)_std_3h,NO2(GT)_ma_12h,NO2(GT)_std_12h,NO2(GT)_ma_24h,NO2(GT)_std_24h,NO2(GT)_lag_1h,NO2(GT)_lag_3h,NO2(GT)_lag_12h,NO2(GT)_lag_24h,NO2(GT)_diff_1h,NO2(GT)_diff_24h,NO2(GT)_pct_change_1h,NO2(GT)_pct_change_24h,PT08.S4(NO2)_ma_3h,PT08.S4(NO2)_std_3h,PT08.S4(NO2)_ma_12h,PT08.S4(NO2)_std_12h,PT08.S4(NO2)_ma_24h,PT08.S4(NO2)_std_24h,PT08.S4(NO2)_lag_1h,PT08.S4(NO2)_lag_3h,PT08.S4(NO2)_lag_12h,PT08.S4(NO2)_lag_24h,PT08.S4(NO2)_diff_1h,PT08.S4(NO2)_diff_24h,PT08.S4(NO2)_pct_change_1h,PT08.S4(NO2)_pct_change_24h,PT08.S5(O3)_ma_3h,PT08.S5(O3)_std_3h,PT08.S5(O3)_ma_12h,PT08.S5(O3)_std_12h,PT08.S5(O3)_ma_24h,PT08.S5(O3)_std_24h,PT08.S5(O3)_lag_1h,PT08.S5(O3)_lag_3h,PT08.S5(O3)_lag_12h,PT08.S5(O3)_lag_24h,PT08.S5(O3)_diff_1h,PT08.S5(O3)_diff_24h,PT08.S5(O3)_pct_change_1h,PT08.S5(O3)_pct_change_24h,T_ma_3h,T_std_3h,T_ma_12h,T_std_12h,T_ma_24h,T_std_24h,T_lag_1h,T_lag_3h,T_lag_12h,T_lag_24h,T_diff_1h,T_diff_24h,T_pct_change_1h,T_pct_change_24h,RH_ma_3h,RH_std_3h,RH_ma_12h,RH_std_12h,RH_ma_24h,RH_std_24h,RH_lag_1h,RH_lag_3h,RH_lag_12h,RH_lag_24h,RH_diff_1h,RH_diff_24h,RH_pct_change_1h,RH_pct_change_24h,AH_ma_3h,AH_std_3h,AH_ma_12h,AH_std_12h,AH_ma_24h,AH_std_24h,AH_lag_1h,AH_lag_3h,AH_lag_12h,AH_lag_24h,AH_diff_1h,AH_diff_24h,AH_pct_change_1h,AH_pct_change_24h
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:09.075822,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:09.080675,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:09.083269,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.079866,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.081890,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.082847,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.084164,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.085189,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.086416,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.087634,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.088823,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
NaT,NaT,air_quality_sensor_001,urban_monitoring_station,1.0,2025-09-24T21:56:10.096835,1.8,1064.0,151.5,8.3,910.0,176.0,806.0,107.0,1463.0,964.0,17.8,49.5,0.9941,,,,,,,,,,,,,0,0,0,1.8,0.0,1.8,0.0,1.8,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,0.0,1064.0,1064.0,1064.0,1064.0,0.0,0.0,0.0,0.0,151.5,0.0,151.5,0.0,151.5,0.0,151.5,151.5,151.5,151.5,0.0,0.0,0.0,0.0,8.3,0.0,8.3,0.0,8.3,0.0,8.3,8.3,8.3,8.3,0.0,0.0,0.0,0.0,910.0,0.0,910.0,0.0,910.0,0.0,910.0,910.0,910.0,910.0,0.0,0.0,0.0,0.0,176.0,0.0,176.0,0.0,176.0,0.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,0.0,806.0,0.0,806.0,0.0,806.0,0.0,806.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,0.0,1463.0,1463.0,1463.0,1463.0,0.0,0.0,0.0,0.0,964.0,0.0,964.0,0.0,964.0,0.0,964.0,964.0,964.0,964.0,0.0,0.0,0.0,0.0,17.8,0.0,17.8,0.0,17.8,0.0,17.8,17.8,17.8,17.8,0.0,0.0,0.0,0.0,49.5,0.0,49.5,0.0,49.5,0.0,49.5,49.5,49.5,49.5,0.0,0.0,0.0,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.0,0.9941,0.9941,0.9941,0.9941,0.0,0.0,0.0,0.0
